fecha,aforo,temp_max,temp_min,clima,vuelos,cruceros,dia_semana,mes,semana,festivo_valencia,festivo_nacional,festivo_andalucia,festivo_madrid,festivo_cataluna,aforo_t-1,aforo_t-7,aforo_mean_7
2020-09-14,3380,29.2,14.6,1,78,2,0,9,38,0,0,0,0,0,4444.0,3317.0,3719.3
2020-09-15,3648,28.5,21.2,0,69,1,1,9,38,0,0,0,0,0,3380.0,4019.0,3728.3
2020-09-16,2748,28.6,19.3,0,70,2,2,9,38,0,0,0,0,0,3648.0,3543.0,3675.3
2020-09-17,3874,31.6,19.0,1,77,1,3,9,38,0,0,0,0,0,2748.0,3559.0,3561.7
2020-09-18,2864,28.7,19.8,3,76,1,4,9,38,0,0,0,0,0,3874.0,3269.0,3606.7
2020-09-19,4180,27.4,17.3,0,89,5,5,9,38,0,0,0,0,0,2864.0,3884.0,3548.9
2020-09-20,3950,24.1,17.0,0,73,5,6,9,38,0,0,0,0,0,4180.0,4444.0,3591.1
2020-09-21,3354,27.7,18.4,2,84,3,0,9,39,0,0,0,0,0,3950.0,3380.0,3520.6
2020-09-22,3022,30.6,21.7,1,76,1,1,9,39,0,0,0,0,0,3354.0,3648.0,3516.9
2020-09-23,3754,27.8,16.7,1,72,1,2,9,39,0,0,0,0,0,3022.0,2748.0,3427.4
2020-09-24,3381,23.5,13.7,1,76,1,3,9,39,0,0,0,0,0,3754.0,3874.0,3571.1
2020-09-25,3895,27.0,18.0,0,83,1,4,9,39,0,0,0,0,0,3381.0,2864.0,3500.7
2020-09-26,3236,30.0,21.3,0,89,4,5,9,39,0,0,0,0,0,3895.0,4180.0,3648.0
2020-09-27,3552,29.1,15.5,2,77,4,6,9,39,0,0,0,0,0,3236.0,3950.0,3513.1
2020-09-28,3154,26.3,16.6,2,67,2,0,9,40,0,0,0,0,0,3552.0,3354.0,3456.3
2020-09-29,3387,26.9,19.5,2,89,2,1,9,40,0,0,0,0,0,3154.0,3022.0,3427.7
2020-09-30,3090,27.2,24.1,2,71,1,2,9,40,0,0,0,0,0,3387.0,3754.0,3479.9
2020-10-01,3102,21.7,11.3,0,52,1,3,10,40,0,0,0,0,0,3090.0,3381.0,3385.0
2020-10-02,3070,18.9,11.2,0,49,2,4,10,40,0,0,0,0,0,3102.0,3895.0,3345.1
2020-10-03,3510,24.5,14.7,1,78,4,5,10,40,0,0,0,0,0,3070.0,3236.0,3227.3
2020-10-04,4014,25.5,16.4,1,75,6,6,10,40,0,0,0,0,0,3510.0,3552.0,3266.4
2020-10-05,2634,20.0,12.8,1,56,1,0,10,41,0,0,0,0,0,4014.0,3154.0,3332.4
2020-10-06,2152,25.5,10.8,1,14,4,1,10,41,0,0,0,0,0,2634.0,3387.0,3258.1
2020-10-07,3017,22.8,14.9,2,61,2,2,10,41,0,0,0,0,0,2152.0,3090.0,3081.7
2020-10-08,2372,25.5,15.2,0,40,2,3,10,41,0,0,0,0,0,3017.0,3102.0,3071.3
2020-10-09,3050,23.1,17.6,0,54,2,4,10,41,1,0,0,0,0,2372.0,3070.0,2967.0
2020-10-10,4746,23.3,15.3,0,83,9,5,10,41,0,0,0,0,0,3050.0,3510.0,2964.1
2020-10-11,3744,23.7,15.7,0,92,4,6,10,41,0,0,0,0,0,4746.0,4014.0,3140.7
2020-10-12,7642,21.4,13.5,0,81,3,0,10,42,1,1,1,1,1,3744.0,2634.0,3102.1
2020-10-13,2875,25.4,18.9,0,41,2,1,10,42,0,0,0,0,0,7642.0,2152.0,3817.6
2020-10-14,2162,20.8,13.2,0,33,1,2,10,42,0,0,0,0,0,2875.0,3017.0,3920.9
2020-10-15,2554,22.2,12.8,0,46,2,3,10,42,0,0,0,0,0,2162.0,2372.0,3798.7
2020-10-16,2450,24.0,17.6,0,30,1,4,10,42,0,0,0,0,0,2554.0,3050.0,3824.7
2020-10-17,3767,22.0,11.1,0,73,4,5,10,42,0,0,0,0,0,2450.0,4746.0,3739.0
2020-10-18,3190,24.6,10.3,0,77,4,6,10,42,0,0,0,0,0,3767.0,3744.0,3599.1
2020-10-19,2472,25.8,14.2,2,43,2,0,10,43,0,0,0,0,0,3190.0,7642.0,3520.0
2020-10-20,2636,25.0,14.0,0,50,2,1,10,43,0,0,0,0,0,2472.0,2875.0,2781.4
2020-10-21,3092,19.1,13.5,0,47,2,2,10,43,0,0,0,0,0,2636.0,2162.0,2747.3
2020-10-22,3022,23.3,16.0,0,46,3,3,10,43,0,0,0,0,0,3092.0,2554.0,2880.1
2020-10-23,2315,25.1,12.2,1,25,3,4,10,43,0,0,0,0,0,3022.0,2450.0,2947.0
2020-10-24,3882,20.4,14.1,0,67,4,5,10,43,0,0,0,0,0,2315.0,3767.0,2927.7
2020-10-25,4116,24.4,13.3,1,86,6,6,10,43,0,0,0,0,0,3882.0,3190.0,2944.1
2020-10-26,2919,24.3,12.2,0,58,1,0,10,44,0,0,0,0,0,4116.0,2472.0,3076.4
2020-10-27,2330,20.6,13.9,0,31,4,1,10,44,0,0,0,0,0,2919.0,2636.0,3140.3
2020-10-28,2717,24.7,15.7,0,41,2,2,10,44,0,0,0,0,0,2330.0,3092.0,3096.6
2020-10-29,3254,23.5,18.2,0,60,1,3,10,44,0,0,0,0,0,2717.0,3022.0,3043.0
2020-10-30,2496,24.3,15.2,1,42,3,4,10,44,0,0,0,0,0,3254.0,2315.0,3076.1
2020-10-31,3818,21.1,9.0,1,78,5,5,10,44,0,0,0,0,0,2496.0,3882.0,3102.0
2020-11-01,3775,17.3,8.9,3,94,3,6,11,44,0,0,0,0,0,3818.0,4116.0,3092.9
2020-11-02,4108,13.6,9.1,0,46,1,0,11,45,0,0,1,1,0,3775.0,2919.0,3044.1
2020-11-03,3206,12.4,10.9,0,44,5,1,11,45,0,0,0,0,0,4108.0,2330.0,3214.0
2020-11-04,2440,17.3,9.4,1,48,1,2,11,45,0,0,0,0,0,3206.0,2717.0,3339.1
2020-11-05,2650,19.2,11.5,0,68,1,3,11,45,0,0,0,0,0,2440.0,3254.0,3299.6
2020-11-06,3138,17.5,9.8,0,54,2,4,11,45,0,0,0,0,0,2650.0,2496.0,3213.3
2020-11-07,3711,16.9,12.1,0,80,1,5,11,45,0,0,0,0,0,3138.0,3818.0,3305.0
2020-11-08,3869,16.6,8.1,0,74,3,6,11,45,0,0,0,0,0,3711.0,3775.0,3289.7
2020-11-09,3305,15.1,9.3,3,55,3,0,11,46,0,0,0,0,0,3869.0,4108.0,3303.1
2020-11-10,2560,16.6,10.7,2,56,2,1,11,46,0,0,0,0,0,3305.0,3206.0,3188.4
2020-11-11,2158,17.8,7.9,1,39,1,2,11,46,0,0,0,0,0,2560.0,2440.0,3096.1
2020-11-12,2657,16.1,7.4,0,56,1,3,11,46,0,0,0,0,0,2158.0,2650.0,3055.9
2020-11-13,3122,18.5,7.7,0,48,2,4,11,46,0,0,0,0,0,2657.0,3138.0,3056.9
2020-11-14,4152,17.4,7.5,0,80,4,5,11,46,0,0,0,0,0,3122.0,3711.0,3054.6
2020-11-15,2978,17.6,10.0,0,71,1,6,11,46,0,0,0,0,0,4152.0,3869.0,3117.6
2020-11-16,2609,18.8,5.3,0,46,1,0,11,47,0,0,0,0,0,2978.0,3305.0,2990.3
2020-11-17,2399,15.9,5.9,1,39,2,1,11,47,0,0,0,0,0,2609.0,2560.0,2890.9
2020-11-18,2624,18.3,12.7,1,39,1,2,11,47,0,0,0,0,0,2399.0,2158.0,2867.9
2020-11-19,2750,16.2,7.5,0,53,2,3,11,47,0,0,0,0,0,2624.0,2657.0,2934.4
2020-11-20,2540,17.7,9.4,3,46,2,4,11,47,0,0,0,0,0,2750.0,3122.0,2947.7
2020-11-21,2731,15.7,6.0,1,67,1,5,11,47,0,0,0,0,0,2540.0,4152.0,2864.6
2020-11-22,4596,15.2,9.2,0,101,1,6,11,47,0,0,0,0,0,2731.0,2978.0,2661.6
2020-11-23,2658,17.2,7.6,1,38,2,0,11,48,0,0,0,0,0,4596.0,2609.0,2892.7
2020-11-24,2828,13.2,5.9,0,60,4,1,11,48,0,0,0,0,0,2658.0,2399.0,2899.7
2020-11-25,2137,16.4,11.7,0,35,2,2,11,48,0,0,0,0,0,2828.0,2624.0,2961.0
2020-11-26,2667,13.8,11.4,0,54,3,3,11,48,0,0,0,0,0,2137.0,2750.0,2891.4
2020-11-27,2369,18.6,8.8,1,47,2,4,11,48,0,0,0,0,0,2667.0,2540.0,2879.6
2020-11-28,3711,19.1,11.0,0,73,1,5,11,48,0,0,0,0,0,2369.0,2731.0,2855.1
2020-11-29,3089,15.3,12.8,0,81,1,6,11,48,0,0,0,0,0,3711.0,4596.0,2995.1
2020-11-30,2870,17.9,10.5,0,50,2,0,11,49,0,0,0,0,0,3089.0,2658.0,2779.9
2020-12-01,2580,14.8,7.0,0,41,1,1,12,49,0,0,0,0,0,2870.0,2828.0,2810.1
2020-12-02,2540,14.8,6.4,2,41,2,2,12,49,0,0,0,0,0,2580.0,2137.0,2774.7
2020-12-03,2416,13.4,7.3,1,34,2,3,12,49,0,0,0,0,0,2540.0,2667.0,2832.3
2020-12-04,2600,14.5,5.3,0,53,1,4,12,49,0,0,0,0,0,2416.0,2369.0,2796.4
2020-12-05,3548,11.7,5.4,0,67,2,5,12,49,0,0,0,0,0,2600.0,3711.0,2829.4
2020-12-06,4080,13.2,6.9,0,80,2,6,12,49,0,0,0,0,0,3548.0,3089.0,2806.1
2020-12-07,4772,12.1,5.1,0,55,2,0,12,50,0,0,1,1,0,4080.0,2870.0,2947.7
2020-12-08,7440,11.5,5.3,0,52,3,1,12,50,1,1,1,1,1,4772.0,2580.0,3219.4
2020-12-09,2330,13.1,6.0,0,42,2,2,12,50,0,0,0,0,0,7440.0,2540.0,3913.7
2020-12-10,3188,13.7,8.3,0,59,2,3,12,50,0,0,0,0,0,2330.0,2416.0,3883.7
2020-12-11,2552,15.3,3.7,1,45,2,4,12,50,0,0,0,0,0,3188.0,2600.0,3994.0
2020-12-12,2763,13.5,7.5,1,66,3,5,12,50,0,0,0,0,0,2552.0,3548.0,3987.1
2020-12-13,3321,14.3,7.6,0,77,3,6,12,50,0,0,0,0,0,2763.0,4080.0,3875.0
2020-12-14,2929,14.3,7.6,0,55,1,0,12,51,0,0,0,0,0,3321.0,4772.0,3766.6
2020-12-15,2382,18.4,4.4,1,43,2,1,12,51,0,0,0,0,0,2929.0,7440.0,3503.3
2020-12-16,3510,9.4,2.6,0,58,3,2,12,51,0,0,0,0,0,2382.0,2330.0,2780.7
2020-12-17,2450,11.6,7.1,2,42,2,3,12,51,0,0,0,0,0,3510.0,3188.0,2949.3
2020-12-18,2437,15.9,6.4,1,43,1,4,12,51,0,0,0,0,0,2450.0,2552.0,2843.9
2020-12-19,3645,12.3,8.0,0,69,1,5,12,51,0,0,0,0,0,2437.0,2763.0,2827.4
2020-12-20,3802,14.8,4.6,0,86,2,6,12,51,0,0,0,0,0,3645.0,3321.0,2953.4
2020-12-21,2333,13.5,7.5,1,49,1,0,12,52,0,0,0,0,0,3802.0,2929.0,3022.1
2020-12-22,2602,17.2,8.1,0,40,2,1,12,52,0,0,0,0,0,2333.0,2382.0,2937.0
2020-12-23,2674,10.8,5.8,0,46,1,2,12,52,0,0,0,0,0,2602.0,3510.0,2968.4
2020-12-24,1892,15.4,6.8,2,19,1,3,12,52,0,0,0,0,0,2674.0,2450.0,2849.0
2020-12-25,9939,16.5,6.8,0,87,2,4,12,52,1,1,1,1,1,1892.0,2437.0,2769.3
2020-12-26,3668,11.0,4.4,0,78,1,5,12,52,0,0,0,0,1,9939.0,3645.0,3841.0
2020-12-27,3067,14.6,7.1,1,55,3,6,12,52,0,0,0,0,0,3668.0,3802.0,3844.3
2020-12-28,2336,11.1,9.2,0,35,1,0,12,53,0,0,0,0,0,3067.0,2333.0,3739.3
2020-12-29,2955,13.1,6.0,0,45,2,1,12,53,0,0,0,0,0,2336.0,2602.0,3739.7
2020-12-30,2109,12.5,3.1,2,36,1,2,12,53,0,0,0,0,0,2955.0,2674.0,3790.1
2020-12-31,3488,8.2,4.6,0,87,1,3,12,53,0,0,0,0,0,2109.0,1892.0,3709.4
2021-01-01,11033,12.8,1.4,3,84,2,4,1,53,1,1,1,1,1,3488.0,9939.0,3937.4
2021-01-02,3905,12.3,7.6,2,83,2,5,1,53,0,0,0,0,0,11033.0,3668.0,4093.7
2021-01-03,2973,15.0,6.5,0,53,2,6,1,53,0,0,0,0,0,3905.0,3067.0,4127.6
2021-01-04,2406,13.2,4.0,0,44,2,0,1,1,0,0,0,0,0,2973.0,2336.0,4114.1
2021-01-05,2296,16.6,2.2,0,43,2,1,1,1,0,0,0,0,0,2406.0,2955.0,4124.1
2021-01-06,8129,12.2,3.3,0,40,5,2,1,1,1,1,1,1,1,2296.0,2109.0,4030.0
2021-01-07,2472,11.8,3.7,0,45,1,3,1,1,0,0,0,0,0,8129.0,3488.0,4890.0
2021-01-08,2798,11.6,5.2,1,38,2,4,1,1,0,0,0,0,0,2472.0,11033.0,4744.9
2021-01-09,2938,11.1,5.2,0,82,2,5,1,1,0,0,0,0,0,2798.0,3905.0,3568.4
2021-01-10,3513,7.6,7.7,0,87,5,6,1,1,0,0,0,0,0,2938.0,2973.0,3430.3
2021-01-11,2456,11.6,3.6,2,56,1,0,1,2,0,0,0,0,0,3513.0,2406.0,3507.4
2021-01-12,2396,7.9,2.0,0,48,1,1,1,2,0,0,0,0,0,2456.0,2296.0,3514.6
2021-01-13,3280,12.9,2.7,2,69,1,2,1,2,0,0,0,0,0,2396.0,8129.0,3528.9
2021-01-14,2960,9.5,5.0,0,61,4,3,1,2,0,0,0,0,0,3280.0,2472.0,2836.1
2021-01-15,2282,10.2,3.5,0,48,1,4,1,2,0,0,0,0,0,2960.0,2798.0,2905.9
2021-01-16,3811,10.7,4.4,1,75,1,5,1,2,0,0,0,0,0,2282.0,2938.0,2832.1
2021-01-17,3411,11.6,4.1,1,93,1,6,1,2,0,0,0,0,0,3811.0,3513.0,2956.9
2021-01-18,2604,12.0,7.0,2,60,1,0,1,3,0,0,0,0,0,3411.0,2456.0,2942.3
2021-01-19,2405,14.2,3.8,1,35,2,1,1,3,0,0,0,0,0,2604.0,2396.0,2963.4
2021-01-20,2526,10.8,4.2,2,60,1,2,1,3,0,0,0,0,0,2405.0,3280.0,2964.7
2021-01-21,2921,13.0,6.4,0,48,1,3,1,3,0,0,0,0,0,2526.0,2960.0,2857.0
2021-01-22,2474,17.5,3.9,0,41,2,4,1,3,0,0,0,0,0,2921.0,2282.0,2851.4
2021-01-23,2962,12.8,5.8,1,60,2,5,1,3,0,0,0,0,0,2474.0,3811.0,2878.9
2021-01-24,3907,11.6,5.7,2,77,2,6,1,3,0,0,0,0,0,2962.0,3411.0,2757.6
2021-01-25,3089,10.4,5.3,3,49,3,0,1,4,0,0,0,0,0,3907.0,2604.0,2828.4
2021-01-26,3513,11.6,2.7,0,65,2,1,1,4,0,0,0,0,0,3089.0,2405.0,2897.7
2021-01-27,3432,10.2,7.5,0,59,2,2,1,4,0,0,0,0,0,3513.0,2526.0,3056.0
2021-01-28,2280,12.5,9.4,1,44,2,3,1,4,0,0,0,0,0,3432.0,2921.0,3185.4
2021-01-29,2898,12.2,5.0,0,53,1,4,1,4,0,0,0,0,0,2280.0,2474.0,3093.9
2021-01-30,3804,7.7,2.9,2,88,2,5,1,4,0,0,0,0,0,2898.0,2962.0,3154.4
2021-01-31,3739,12.0,5.1,2,80,1,6,1,4,0,0,0,0,0,3804.0,3907.0,3274.7
2021-02-01,2985,16.2,8.0,0,44,3,0,2,5,0,0,0,0,0,3739.0,3089.0,3250.7
2021-02-02,2614,13.2,4.8,1,44,2,1,2,5,0,0,0,0,0,2985.0,3513.0,3235.9
2021-02-03,2633,12.7,5.7,1,53,2,2,2,5,0,0,0,0,0,2614.0,3432.0,3107.4
2021-02-04,2616,11.2,6.7,0,54,1,3,2,5,0,0,0,0,0,2633.0,2280.0,2993.3
2021-02-05,3037,10.3,8.4,2,47,4,4,2,5,0,0,0,0,0,2616.0,2898.0,3041.3
2021-02-06,3369,15.7,7.6,0,53,3,5,2,5,0,0,0,0,0,3037.0,3804.0,3061.1
2021-02-07,3482,13.6,7.6,2,67,3,6,2,5,0,0,0,0,0,3369.0,3739.0,2999.0
2021-02-08,2688,15.5,5.1,0,56,2,0,2,6,0,0,0,0,0,3482.0,2985.0,2962.3
2021-02-09,2210,17.1,6.8,2,28,2,1,2,6,0,0,0,0,0,2688.0,2614.0,2919.9
2021-02-10,2662,15.8,4.6,0,61,2,2,2,6,0,0,0,0,0,2210.0,2633.0,2862.1
2021-02-11,2822,12.9,7.7,0,60,2,3,2,6,0,0,0,0,0,2662.0,2616.0,2866.3
2021-02-12,3034,14.3,8.3,2,50,2,4,2,6,0,0,0,0,0,2822.0,3037.0,2895.7
2021-02-13,3683,12.8,7.1,0,85,1,5,2,6,0,0,0,0,0,3034.0,3369.0,2895.3
2021-02-14,3128,12.6,5.3,0,85,1,6,2,6,0,0,0,0,0,3683.0,3482.0,2940.1
2021-02-15,2696,14.7,5.6,3,48,2,0,2,7,0,0,0,0,0,3128.0,2688.0,2889.6
2021-02-16,2569,12.3,9.6,3,36,1,1,2,7,0,0,0,0,0,2696.0,2210.0,2890.7
2021-02-17,3073,9.6,5.3,0,59,1,2,2,7,0,0,0,0,0,2569.0,2662.0,2942.0
2021-02-18,3061,12.2,8.1,1,64,1,3,2,7,0,0,0,0,0,3073.0,2822.0,3000.7
2021-02-19,2627,13.4,6.7,0,37,3,4,2,7,0,0,0,0,0,3061.0,3034.0,3034.9
2021-02-20,3222,17.0,5.3,0,65,4,5,2,7,0,0,0,0,0,2627.0,3683.0,2976.7
2021-02-21,2992,13.0,3.3,0,78,2,6,2,7,0,0,0,0,0,3222.0,3128.0,2910.9
2021-02-22,2646,15.0,6.4,1,43,2,0,2,8,0,0,0,0,0,2992.0,2696.0,2891.4
2021-02-23,3309,13.7,6.2,1,51,3,1,2,8,0,0,0,0,0,2646.0,2569.0,2884.3
2021-02-24,3296,16.5,9.6,1,62,3,2,2,8,0,0,0,0,0,3309.0,3073.0,2990.0
2021-02-25,2247,16.3,4.3,1,27,1,3,2,8,0,0,0,0,0,3296.0,3061.0,3021.9
2021-02-26,2856,16.4,10.6,0,65,3,4,2,8,0,0,0,0,0,2247.0,2627.0,2905.6
2021-02-27,3946,10.5,6.8,0,75,2,5,2,8,0,0,0,0,0,2856.0,3222.0,2938.3
2021-02-28,2838,14.4,6.8,0,85,1,6,2,8,0,0,0,0,0,3946.0,2992.0,3041.7
2021-03-01,3352,19.5,6.8,0,56,1,0,3,9,0,0,1,0,0,2838.0,2646.0,3019.7
2021-03-02,2648,18.8,8.6,0,57,1,1,3,9,0,0,0,0,0,3352.0,3309.0,3120.6
2021-03-03,2696,19.3,8.9,2,50,2,2,3,9,0,0,0,0,0,2648.0,3296.0,3026.1
2021-03-04,3321,18.1,9.9,0,52,3,3,3,9,0,0,0,0,0,2696.0,2247.0,2940.4
2021-03-05,2472,16.5,6.0,0,52,1,4,3,9,0,0,0,0,0,3321.0,2856.0,3093.9
2021-03-06,3765,14.6,10.8,0,73,1,5,3,9,0,0,0,0,0,2472.0,3946.0,3039.0
2021-03-07,3200,16.7,8.7,1,62,2,6,3,9,0,0,0,0,0,3765.0,2838.0,3013.1
2021-03-08,2438,23.4,9.2,1,37,1,0,3,10,0,0,0,0,0,3200.0,3352.0,3064.9
2021-03-09,2799,17.0,7.6,0,48,3,1,3,10,0,0,0,0,0,2438.0,2648.0,2934.3
2021-03-10,2846,14.1,6.1,0,42,2,2,3,10,0,0,0,0,0,2799.0,2696.0,2955.9
2021-03-11,2592,19.5,8.1,1,42,3,3,3,10,0,0,0,0,0,2846.0,3321.0,2977.3
2021-03-12,2639,19.7,8.4,0,67,2,4,3,10,0,0,0,0,0,2592.0,2472.0,2873.1
2021-03-13,3691,20.6,5.2,2,88,1,5,3,10,0,0,0,0,0,2639.0,3765.0,2897.0
2021-03-14,3626,18.9,9.6,1,77,2,6,3,10,0,0,0,0,0,3691.0,3200.0,2886.4
2021-03-15,2637,19.7,10.0,0,56,1,0,3,11,0,0,0,0,0,3626.0,2438.0,2947.3
2021-03-16,2659,21.7,6.5,0,45,1,1,3,11,0,0,0,0,0,2637.0,2799.0,2975.7
2021-03-17,2775,16.5,6.0,3,51,2,2,3,11,0,0,0,0,0,2659.0,2846.0,2955.7
2021-03-18,3040,16.1,7.4,0,54,2,3,3,11,0,0,0,0,0,2775.0,2592.0,2945.6
2021-03-19,4569,15.8,8.0,0,75,1,4,3,11,1,0,0,1,0,3040.0,2639.0,3009.6
2021-03-20,3770,17.5,7.5,2,73,4,5,3,11,0,0,0,0,0,4569.0,3691.0,3285.3
2021-03-21,3436,20.9,7.9,2,92,1,6,3,11,0,0,0,0,0,3770.0,3626.0,3296.6
2021-03-22,2954,19.1,8.4,3,56,3,0,3,12,0,0,0,0,0,3436.0,2637.0,3269.4
2021-03-23,2346,19.0,5.3,1,27,2,1,3,12,0,0,0,0,0,2954.0,2659.0,3314.7
2021-03-24,2523,14.4,5.5,0,43,6,2,3,12,0,0,0,0,0,2346.0,2775.0,3270.0
2021-03-25,2618,16.6,2.6,0,42,2,3,3,12,0,0,0,0,0,2523.0,3040.0,3234.0
2021-03-26,2697,14.3,9.9,1,43,2,4,3,12,0,0,0,0,0,2618.0,4569.0,3173.7
2021-03-27,3486,20.3,8.0,0,88,2,5,3,12,0,0,0,0,0,2697.0,3770.0,2906.3
2021-03-28,3076,21.2,10.1,0,80,3,6,3,12,0,0,0,0,0,3486.0,3436.0,2865.7
2021-03-29,2486,19.6,5.7,2,36,2,0,3,13,0,0,0,0,0,3076.0,2954.0,2814.3
2021-03-30,2578,16.0,8.0,0,46,2,1,3,13,0,0,0,0,0,2486.0,2346.0,2747.4
2021-03-31,2719,21.0,8.4,0,55,2,2,3,13,0,0,0,0,0,2578.0,2523.0,2780.6
2021-04-01,3414,20.5,10.9,0,47,1,3,4,13,0,0,1,1,0,2719.0,2618.0,2808.6
2021-04-02,7726,18.6,8.9,0,43,2,4,4,13,1,1,1,1,1,3414.0,2697.0,2922.3
2021-04-03,4053,19.1,15.5,0,83,5,5,4,13,0,0,0,0,0,7726.0,3486.0,3640.7
2021-04-04,4421,20.1,14.8,0,96,5,6,4,13,0,0,0,0,0,4053.0,3076.0,3721.7
2021-04-05,3564,21.1,11.2,0,54,1,0,4,14,1,0,0,0,1,4421.0,2486.0,3913.9
2021-04-06,2591,20.7,13.0,1,63,1,1,4,14,0,0,0,0,0,3564.0,2578.0,4067.9
2021-04-07,2906,18.2,11.0,1,44,2,2,4,14,0,0,0,0,0,2591.0,2719.0,4069.7
2021-04-08,2503,23.4,10.0,0,49,3,3,4,14,0,0,0,0,0,2906.0,3414.0,4096.4
2021-04-09,2935,20.7,15.7,3,49,1,4,4,14,0,0,0,0,0,2503.0,7726.0,3966.3
2021-04-10,3339,19.6,8.7,0,81,4,5,4,14,0,0,0,0,0,2935.0,4053.0,3281.9
2021-04-11,4248,23.2,11.4,0,84,4,6,4,14,0,0,0,0,0,3339.0,4421.0,3179.9
2021-04-12,2523,18.6,12.2,2,40,1,0,4,15,0,0,0,0,0,4248.0,3564.0,3155.1
2021-04-13,3260,17.7,15.3,0,56,1,1,4,15,0,0,0,0,0,2523.0,2591.0,3006.4
2021-04-14,2460,23.5,13.8,3,33,2,2,4,15,0,0,0,0,0,3260.0,2906.0,3102.0
2021-04-15,2774,24.8,8.7,0,36,2,3,4,15,0,0,0,0,0,2460.0,2503.0,3038.3
2021-04-16,3150,20.1,12.0,3,71,3,4,4,15,0,0,0,0,0,2774.0,2935.0,3077.0
2021-04-17,3328,20.9,12.0,0,74,4,5,4,15,0,0,0,0,0,3150.0,3339.0,3107.7
2021-04-18,3864,18.7,11.5,2,87,4,6,4,15,0,0,0,0,0,3328.0,4248.0,3106.1
2021-04-19,3477,21.0,13.2,0,66,1,0,4,16,0,0,0,0,0,3864.0,2523.0,3051.3
2021-04-20,2161,20.0,9.2,3,26,1,1,4,16,0,0,0,0,0,3477.0,3260.0,3187.6
2021-04-21,3295,20.8,11.2,0,61,2,2,4,16,0,0,0,0,0,2161.0,2460.0,3030.6
2021-04-22,3030,21.8,13.0,0,56,1,3,4,16,0,0,0,0,0,3295.0,2774.0,3149.9
2021-04-23,3108,18.8,13.4,3,66,3,4,4,16,0,0,0,0,0,3030.0,3150.0,3186.4
2021-04-24,3742,20.3,12.3,0,68,5,5,4,16,0,0,0,0,0,3108.0,3328.0,3180.4
2021-04-25,4104,17.4,11.4,1,94,4,6,4,16,0,0,0,0,0,3742.0,3864.0,3239.6
2021-04-26,2742,20.3,11.8,1,42,2,0,4,17,0,0,0,0,0,4104.0,3477.0,3273.9
2021-04-27,3178,20.8,13.5,0,60,2,1,4,17,0,0,0,0,0,2742.0,2161.0,3168.9
2021-04-28,2507,21.5,12.1,1,49,2,2,4,17,0,0,0,0,0,3178.0,3295.0,3314.1
2021-04-29,3270,21.5,9.9,0,57,2,3,4,17,0,0,0,0,0,2507.0,3030.0,3201.6
2021-04-30,2803,22.8,9.5,2,50,1,4,4,17,0,0,0,0,0,3270.0,3108.0,3235.9
2021-05-01,7631,21.9,12.0,0,61,6,5,5,17,1,1,1,1,1,2803.0,3742.0,3192.3
2021-05-02,3112,22.0,17.9,0,48,4,6,5,17,0,0,0,0,0,7631.0,4104.0,3747.9
2021-05-03,2874,26.1,16.6,3,52,1,0,5,18,0,0,0,1,0,3112.0,2742.0,3606.1
2021-05-04,2999,20.9,14.8,2,47,2,1,5,18,0,0,0,0,0,2874.0,3178.0,3625.0
2021-05-05,2559,25.4,14.1,0,53,3,2,5,18,0,0,0,0,0,2999.0,2507.0,3599.4
2021-05-06,2467,22.6,13.9,1,47,2,3,5,18,0,0,0,0,0,2559.0,3270.0,3606.9
2021-05-07,3428,28.1,17.2,0,70,2,4,5,18,0,0,0,0,0,2467.0,2803.0,3492.1
2021-05-08,3878,25.5,18.8,0,82,6,5,5,18,0,0,0,0,0,3428.0,7631.0,3581.4
2021-05-09,3485,24.6,13.8,0,75,5,6,5,18,0,0,0,0,0,3878.0,3112.0,3045.3
2021-05-10,2802,27.5,17.3,0,53,3,0,5,19,0,0,0,0,0,3485.0,2874.0,3098.6
2021-05-11,2262,22.9,15.1,0,45,1,1,5,19,0,0,0,0,0,2802.0,2999.0,3088.3
2021-05-12,2609,23.3,14.6,0,50,1,2,5,19,0,0,0,0,0,2262.0,2559.0,2983.0
2021-05-13,2542,22.5,18.0,3,37,2,3,5,19,0,0,0,0,0,2609.0,2467.0,2990.1
2021-05-14,2655,23.3,15.0,3,49,2,4,5,19,0,0,0,0,0,2542.0,3428.0,3000.9
2021-05-15,3275,25.1,15.6,1,75,5,5,5,19,0,0,0,0,0,2655.0,3878.0,2890.4
2021-05-16,3276,26.0,15.5,0,68,4,6,5,19,0,0,0,0,0,3275.0,3485.0,2804.3
2021-05-17,3148,26.9,11.7,0,69,2,0,5,20,0,0,0,0,0,3276.0,2802.0,2774.4
2021-05-18,2740,21.4,15.6,2,39,1,1,5,20,0,0,0,0,0,3148.0,2262.0,2823.9
2021-05-19,2427,24.7,13.9,1,50,1,2,5,20,0,0,0,0,0,2740.0,2609.0,2892.1
2021-05-20,2689,22.8,12.2,0,41,1,3,5,20,0,0,0,0,0,2427.0,2542.0,2866.1
2021-05-21,2913,24.6,14.0,2,52,3,4,5,20,0,0,0,0,0,2689.0,2655.0,2887.1
2021-05-22,3112,29.7,13.9,2,67,6,5,5,20,0,0,0,0,0,2913.0,3275.0,2924.0
2021-05-23,3732,25.6,17.1,2,88,6,6,5,20,0,0,0,0,0,3112.0,3276.0,2900.7
